internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
1117,Ameca splendens,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Ameca,splendens,,,,,"Gartner, 1981","The male Holotype of this species was collected together with the female Allotype and 198 Paratopotypes by Robert R. Miller and James T. Greenbank in March 1955 from the Río Teuchitlán, near the road between HW 70 and Etzatlán. Nine Paratypes were collected by Arthur A. Alcorn from a tributary to the Presa La Vega in February 1949 about 2km ESE of Teuchitlán and ten more by James A. Peters and William B. McIntosh in April of the same year from the Río Ameca about 12km E of the town of Ameca. In recent years (2006), the species has been additionally reported from the Balneario Almoloya, endorheic Laguna Magdalena basin, and the El Molino pond near Cuyacapán, endorheic Laguna de Sayula basin. Affiliated to three distinct drainages, three subpopulations can be inferred. The Río Ameca subpopulation (type subpopulation), the Laguna Magdalena subpopulation and the Laguna de Sayula subpopulation. The last one disappeared from the wild a few years after it had been discovered and is regarded Extinct."
232775771,Macrochelys temminckii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELYDRIDAE,Macrochelys,temminckii,,,,,"(Troost in Harlan, 1835)","The Alligator Snapping Turtle, <em>Macrochelys temminckii</em>, was initially placed in the genus <em>Macroclemys</em> throughout much of the late 20th century until it was revised due to the genus <em>Macrochelys</em> having nomenclatural priority (Webb 1995).<br/><br/>Genetic research found significant divergence in the Suwannee River populations (Roman <em>et al</em>. 1999, Echelle <em>et al</em>. 2010), further supported by morphological analyses (Murray<em> et al.</em> 2014, Thomas <em>et al. </em>2014), which led to taxonomic revision recognizing the Suwannee River populations as <em>M. suwanniensis</em> (Thomas <em>et al.</em> 2014).<br/><br/>Distinctions were also noted for the Apalachicola River population, prompting description as <em>M. apalachicolae</em> (Thomas<em> et al.</em> 2014). The taxonomic distinctiveness of <em>M. apalachicolae</em> was contested, and the recommendation was to subsume <em>M. apalachicolae</em> back into <em>M. temminckii </em>(Folt and Guyer 2015). However, the genetic lineage representing the Alligator Snapping Turtle populations in the Apalachicola River and adjacent drainages has been further confirmed by next-generation sequencing of a large, range-wide sample of <em>Macrochelys</em> specimens (Apodaca <em>et al. </em>2023), although no taxonomic or nomenclatural recommendations were made. The current nomenclatural arrangement recognizes only <em>M. temminckii</em> and <em>M. suwanniensis</em> (TTWG 2021)."
12695,Malaclemys terrapin,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Malaclemys,terrapin,,,,,"(Schoepff, 1793)","Seven subspecies are generally accepted (TTWG 2017): <br/> <em><br/></em><em>Malaclemys terrapin terrapin</em>&#160;(Schoepff, 1793) - Northern Diamondback Terrapin<em><br/>Malaclemys terrapin centrata</em> (Latreille in Sonnini and Latreille, 1801) - Carolina Diamondback Terrapin <br/><em>Malaclemys terrapin littoralis</em>&#160;Hay, 1905 - Texas Diamondback Terrapin<br/> <em>Malaclemys terrapin macrospilota</em>&#160;Hay, 1905 - Ornate Diamondback Terrapin <br/> <em>Malaclemys terrapin pileata</em> (Wied, 1865) - Mississippi Diamondback Terrapin<br/> <em>Malaclemys terrapin rhizophorarum</em> Fowler, 1906 - Mangrove Diamondback Terrapin<br/> <em>Malaclemys terrapin tequesta</em> Schwartz, 1955 - Eastern Florida Diamondback Terrapin<br/><br/>These subspecific designations of terrapins were based on morphological characteristics (Carr 1952). However, molecular studies indicate that the morphological subspecific designations do not match well with the range-wide genetic differentiation, suggesting fewer independent lineages. Lamb and Avise (1992) first suggested two subpopulations that diverged near Jacksonville, Florida. More recent work using microsatellites suggested that five genetically distinct terrapin management units exist throughout the range (Hart <em>et al</em>. 2014). One unfortunate consequence of the previous heavy trade and farming of terrapins was the transport of individuals among populations, and the genetic signature of those translocations can still be detected today (Hauswaldt and Glen 2005; Converse <em>et al</em>. 2017; Converse and Kuchta 2018). A more thorough range-wide molecular study using more populations and loci is sorely needed to resolve the phylogenetic relationships and update the taxonomy of <em>Malaclemys</em>."
12776,Mantella aurantiaca,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,aurantiaca,,,,,"Mocquard, 1900","There are populations of ""golden"" mantellas that might belong to other species. The taxonomy of this group is uncertain but the definition of <em>Mantella aurantiaca</em> is clear and there seems to be little genetic subdivision within the species (M. Vences pers. comm.)."
135889,Telmatobius sanborni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,sanborni,,,,,"Schmidt, 1954",De la Riva (2005) resurrected <em>Telmatobius sanborni</em> from the synonymy of <em>Telmatobius marmoratus</em> on the basis of differences in morphological features and colour patterns.
136082,Bolitoglossa gomezi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,gomezi,,,,,"Wake, Savage &amp; Hanken, 2007",This species was confused with<em>&#160;Bolitoglossa pesrubra</em>&#160;prior to its naming (Wake <em>et al. </em>2007). It has been determined by mtDNA phylogeny to be part of the&#160;<em>B. subpalmata</em> clade (Boza-Oveido <em>et al.</em> 2012).
136129,Telmatobius punctatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,punctatus,,,,,"Vellard, 1955",<em>Telmatobius punctatus</em> was previously considered to be a subspecies of <em>Telmatobius brevirostris</em>; it was elevated to specific status by Lehr (2005) based on differences in morphological features and colour patterns.
14505,Neochanna burrowsius,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Neochanna,burrowsius,,,,,"(Phillipps, 1926)",
14506,Neochanna diversus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Neochanna,diversus,,,,,"Stokell, 1949",
14507,Neochanna apoda,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Neochanna,apoda,,,,,"Günther, 1867",
14882,Notropis aulidion,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Notropis,aulidion,,,,,"Chernoff &amp; Miller, 1986",
15185,Ogmodon vitianus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Ogmodon,vitianus,,,,,"W. Peters, 1864",
169366,Tlaloc hildebrandi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,PROFUNDULIDAE,Tlaloc,hildebrandi,,,,,"(Miller, 1950)",
169367,Vieja hartwegi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Vieja,hartwegi,,,,,"(Taylor &amp; Miller, 1980)",The species was recently redescribed (Gómez-González <em>et al.&#160;</em>2018).
169372,Allotoca diazi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allotoca,diazi,,,,,"(Meek, 1902)","Seth E. Meek collected the types of this species together with Frank E. Lutz in 1901 from the Pátzcuaro lake, other specimens from the Zirahuén lake (now regarded as a separate species, <em>Allotoca meeki</em>). Meek's collection of <em>Zoogoneticus miniatus</em> from the Lago de Chalco, Valle de México, had been identified as <em>diazi</em>&#160;with the reason for Meek describing it as a separate species originating in a mistake with the location (Álvarez del Villar and Narrasco 1957). Finally fish collected from the vicinity of Uruapán and regarded as <em>diazi</em> by Hubbs and Turner (1939), have later on been identified as separate species and described as&#160;<em>Allotoca catarinae</em>. The Pátzcuaro Allotoca is therefore restricted to the endorheic Lago de Pátzcuaro basin with no recognized subpopulations."
169395,Zoogoneticus tequila,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Zoogoneticus,tequila,,,,,"Webb &amp; Miller, 1998","The Holotype of this species was taken by Miller and Greenbank in 1955 from the area east of Teuchitlán, Río Teuchitlán, but regarded as <em>Zoogoneticus quitzeoensis</em>. Two female Paratypes go back to this collection as well. Other Paratypes were several aquarium-reared descendants of wild caught fish collected by Lambert <em>et al.</em> in 1990, who named the fish provisorily <em>Zoogoneticus</em> sp. Finally in 1998, Webb and Miller described the species as <em>Zoogoneticus tequila</em>. As known only from the type location, the Río Teuchitlán, no subpopulations are distinguished."
170526,Pelochelys signifera,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Pelochelys,signifera,,,,,"Webb, 2003","In the past, specimens of softshell turtles collected from New Guinea were all originally assigned to what was considered to be a widespread Australasian species,&#160;<em>Pelochelys bibroni&#160;</em>(Owen 1853)<em>,</em>&#160;until Rhodin <em>et al</em>. (1993) and Webb (1995) defined&#160;<em>P.&#160;bibroni</em>&#160;as being restricted to southern New Guinea, and separate from the previously described&#160;<em>P. cantorii</em>&#160;(Gray 1864) in the rest of Asia and northern New <a style=""mso-comment-reference: PPvD_1;mso-comment-date:20180407T1059"">Guinea</a>. Subsequently, Webb (2003) described the northern New Guinea softshell as the new species&#160;<em>Pelochelys signifera</em>. This taxonomy has been accepted since then (TTWG 2017).&#160;<em>Pelochelys signifera</em>&#160;was described largely based on characteristics of a juvenile specimen and coloration and texturing of the carapace to distinguish it from&#160;<em>P. cantorii</em>. No geographic variation has been reported within the species' range and no subspecies have been named. Phylogenetic relationships with&#160;<em>P. cantorii</em>&#160;and&#160;<em>P. bibroni</em>&#160;warrant further investigation."
172530,Nadzikambia mlanjensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Nadzikambia,mlanjensis,,,,,"(Broadley, 1965)","Accepted as <span style=""font-style: italic;"">Nadzikambia mlanjensis</span> in Tilbury <em>et al. </em>(2006, 2007). Populations of chameleons on nearby mountains in Mozambique do not represent this taxon (Branch and Tolley 2010)."
172545,Kinyongia matschiei,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Kinyongia,matschiei,,,,,"(Werner, 1895)","Accepted as <span style=""font-style: italic;"">Kinyongia matschiei</span> in Mariaux <span style=""font-style: italic;"">et al</span>. (2008). Populations occur in the East Usambara Mountains, and these were formerly confused with <em>K. fischeri</em>."
172685,Dasia haliana,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Dasia,haliana,,,,,"(Nevill, 1887)","A morphological study of records attributed to this species from India suggests that the Indian records of<span style=""font-style: italic;""> Dasia hailiana </span>instead represent the Indian endemic <span style=""font-style: italic;"">D. </span><span style=""font-style: italic;"">subcaerulea </span>(Wickramasinghe <span style=""font-style: italic;"">et al.</span> 2011, using the incorrect nomina <em>Dasia halianus</em> and <em>D. subcaeruleum</em>)<span style=""font-style: italic;"">.</span><strong></strong>"
174471,Brachylophus bulabula,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Brachylophus,bulabula,,,,,"Fisher, Harlow, Edwards &amp; Keogh, 2008","Prior to analysis by Keogh <em>et al</em>. (2008), all the banded iguanas were lumped as a single species. The Fiji Banded Iguana (<em>Brachylophus bulabula</em>) is now recognized as distinct from the Lau Banded Iguana (<em>Brachylophus fasciatus</em>). Most previous references pertaining to iguanas in central Fiji are now attributed to <em>B. bulabula</em>.<br/><br/>Morphological data from recent surveys suggest there may be more than one taxa within the bulabula group. On two islands north of Vanua Levu (Mali and Cikobia), iguanas show marked variation in adult body size and some scale counts when compared to southern populations, for example, Makodroga and Kadavu. However, more samples and DNA analysis is needed to develop detailed comparisons (R. Fisher and P. Harlow pers. comm. 2011)."
174472,Conolophus marthae,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Conolophus,marthae,,,,,"Gentile &amp; Snell, 2009","<em>Conolophus marthae</em> was recently described. No prior reference exists in the taxonomic literature as the species was not known before its description (Gentile and Snell 2009). The description was based on morphological, genetic, and behavioural diagnostic traits. </span>The holotype is a free-living adult male tagged with a subcutaneous electronic marker, branded, and released. Further genetic evidence supporting separate taxonomic status of the </span>Galápagos Pink Land Iguana prior to the species description is found in Gentile <em>et al</em>.<em> </em>2009 and Tzika <em>et al</em>. 2008. Gentile <em>et al</em>. (2009) disclaims the name ‘‘rosada’’ for nomenclatural purposes (Articles 8.2 and 8.3, International Code of Zoological Nomenclature 1999)."
174474,Ctenosaura conspicuosa,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Ctenosaura,conspicuosa,,,,,"Dickerson, 1919","There has been considerable debate of the specific states of the San Esteban Spiny-tailed Iguana, and it is often referenced in the literature as <em>Ctenosaura hemilopha hemilopha</em> (part, Lowe and Norris 1955) or <em>Ctenosaura hemilopha conspicuosa</em> (Lowe and Norris 1955)."
174477,Ctenosaura nolascensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Ctenosaura,nolascensis,,,,,"Smith, 1972","There has been considerable debate over the species status of the Nolasco Spiny-tailed Iguana, and it is often referenced in the literature as <em>Ctenosaura hemilopha hemilopha </em>(Lowe and Norris 1955) or <em>Ctenosaura hemilopha nolascensis</em> (Smith 1972). The iguana was most recently recognized at the species level by Grismer (1999a). Genetic components of two lineages have been detected within the island (Cryder 1999, Davy <em>et al.</em> 2010, Reynoso <em>et al.</em> 2010)."
174483,Sauromalus klauberi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Sauromalus,klauberi,,,,,"Shaw, 1941","Morphological data places <em>Sauromalus klauberi</em> as sister to <em>S. slevini</em>, with that clade being sister to <em>S. ater</em> (Hollingsworth 1998), while molecular data places it with peninsular <em>S. ater</em> (Petren and Case 2002). <em>Sauromalus klauberi</em> was designated as a subspecies of <em>S. ater</em> by Soulé and Sloan (1966) without comment until Murphy (1983) elevated it back to species status. The species has been taxonomically supported since its description (Hollingsworth 1998)."
174485,Sauromalus varius,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Sauromalus,varius,,,,,"Dickerson, 1919","The species has been taxonomically supported since its description (Hollingsworth 1998). Morphological data places <em>Sauromalus varius</em> as sister to all other <em>Sauromalus</em> (Hollingsworth 1998), while molecular data groups <em>S. varius</em> in a clade with <em>S. hispidus</em> (Petren and Case 1997, 2002)."
176288,Petropedetes euskircheni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PETROPEDETIDAE,Petropedetes,euskircheni,,,,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010","The two known populations of this species are morphologically indistinguishable but genetically divergent. Barej <em>et al.</em> (2010) consider that the two populations conspecific. These authors caution that males are unknown from Mt. Nlonako, and a future discovery that males of the two populations are morphologically distinct may therefore justify recognizing two species. Some of the populations in central Cameroon, the Manengouba Mountains, Gabon and Equatorial Guinea that Barej <em>et al.</em> provisionally assign to <em>P.</em> aff. <em>parkeri</em> (included in the <em>P. parkeri</em> assessment) may represent this species."
176289,Petropedetes juliawurstnerae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PETROPEDETIDAE,Petropedetes,juliawurstnerae,,,,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010",
17629,Plethodon shenandoah,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,shenandoah,,,,,"Highton &amp; Worthington, 1967",
178217,Emoia adspersa,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,adspersa,,,,,"(Steindachner, 1870)",
178314,Hemidactylus scabriceps,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Hemidactylus,scabriceps,,,,,"(Annandale, 1906)",Both molecular and morphological evidence suggest that <em>Hemidactylus scabriceps </em>may be a complex of at least two species (Srikanthan <em>et al</em>. 2018).
178469,Emoia boettgeri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,boettgeri,,,,,"(Sternfeld, 1918)",
178528,Emoia lawesi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,lawesi,,,,,"(Günther, 1874)",
178710,Cnemaspis kandiana,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,kandiana,,,,,"(Kelaart, 1852)","For more than a century the name <em>Cnemaspis kandiana </em>was used as a ""catchall"" for a group of <em>Cnemaspis </em>taxa widely distributed in South and mainland Southeast Asia, and the islands of the Andaman and Nicobar groups (Maramendra-Arachchi <em>et al</em>. 2007, Das and Grismer 2003) Maramendra-Arachchi <em>et al</em>. (2007) redescribed this species and found, based on a morphological comparison with South Asian forms, that it should be considered endemic to Sri Lanka.<br/><br/>These authors did not use comparative material from Southeast Asian or island populations in their study and do not discuss the affinities of these forms. Consequently, although the species is no longer listed in most guides to Southeast Asian reptiles (e.g. Das 2010), it is not clear whether names are available for these populations. Chan-ard <em>et al. </em>(2015) use the name for a population found in Chumphon and Ranong Provinces in northern Peninsular Thailand. D. Mulcahy (unpubl. data) follows these authors in using <em>C. kandiana </em>as a working name for records recently taken in Lenya, in the neighbouring Tanintharyi region of southern Myanmar, although he reports a divergence of 8% in the ND2 gene from an available Sri Lankan sequence (Gamble<em> et al. </em>2012).<br/><br/>Pending resolution of the systematics of Southeast Asian populations, these records are not considered to represent <em>C. kandiana </em>sensu stricto and this assessment follows the species concept applied by Maramendra-Arachchi <em>et al</em>. (2007)."
178938,Enneanectes smithi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneanectes,smithi,,,,,"Lubbock &amp; Edwards, 1981",
180855,Clarias batu,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,CLARIIDAE,Clarias,batu,,,,,"Lim &amp; Ng, 1999","This species was described from Tioman Island off the eastern coast of Peninsular Malaysia (Ng <span style=""font-style: italic;"">et al.</span> 1999), where it is endemic. It had been misidentified as <em>C. nieuhofii</em> (e.g. Alfred 1966) prior to its recognition as a distinct species."
184447,Squalius pyrenaicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Squalius,pyrenaicus,,,,,"(Günther, 1868)","The taxonomic status of chub subpopulations inhabiting the Sado River system in Portugal is currently unclear, hence they are omitted from this assessment. Formerly identified as <em>Squalius pyrenaicus</em>, they are in fact closely-affiliated to <em>S. tartessicus</em> Doadrio, Sousa-Santo &amp; Perea 2023 and may represent a distinct taxon (Perea <em>et al</em>. 2021, Doadrio <em>et al</em>. 2023)."
185892,Psilotris boehlkei,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Psilotris,boehlkei,,,,,"Greenfield, 1993",
185905,Tigrigobius redimiculus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Tigrigobius,redimiculus,,,,,"(Taylor &amp; Akins, 2007)","Much of the literature recognizes the genus <span style=""font-style: italic;"">Elacatinus</span> with two   subgenera:<span style=""font-style: italic;"">&#160;Elacatinus </span>and <span style=""font-style: italic;"">Tigrigobius</span>. As such, this species is often  referred to in the literature as <span style=""font-style: italic;"">Elacatinus redimiculus</span>&#160;(Taylor and Akins 2007)."
185952,Coryphopterus thrix,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Coryphopterus,thrix,,,,,"Böhlke &amp; Robins, 1960",
185954,Coryphopterus eidolon,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Coryphopterus,eidolon,,,,,"Böhlke &amp; Robins, 1960",
185955,Coryphopterus tortugae,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Coryphopterus,tortugae,,,,,"(Jordan, 1904)","This species is easily confused with <em>Coryphopterus glaucofraenum</em> and <em>C. venezuelae</em>.<span style=""font-style: italic;""><br/><br/></span>"
185956,Coryphopterus venezuelae,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Coryphopterus,venezuelae,,,,,"Cervigón, 1966","This species is often confused with <span style=""font-style: italic;"">C. glaucofraenum </span>and <span style=""font-style: italic;"">C. tortugae.&#160;</span>Although genetically distinct, <em>C. glaucofraenum</em> and <em>C. venezuelae</em> are extremely similar (Baldwin <em>et al</em>. 2009). There are some unresolved taxonomic issues surrounding the synonimization of <em>Coryphopterus bol</em> (described from Puerto Rico in 2008) under <em>C. venezuelae</em> (Collette and Smith-Vaniz 2013)."
185958,Coryphopterus lipernes,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Coryphopterus,lipernes,,,,,"Böhlke &amp; Robins, 1962",
185960,Coryphopterus personatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Coryphopterus,personatus,,,,,"(Jordan &amp; Thompson, 1905)",This species is easily confused with <em>Coryphopterus hyalinus</em>.&#160;<em><em>Coryphopterus</em> hyalinus</em> and <em>C. personatus</em> are genetically distinct (Baldwin<em> et al</em>. 2009).
185961,Coryphopterus alloides,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Coryphopterus,alloides,,,,,"Böhlke &amp; Robins, 1960",Older records of <em>Coryphopterus </em>in the western Atlantic may need to be verified as the genus has recently been revised (Baldwin <em>et al</em>. 2009).
185977,Elacatinus atronasus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Elacatinus,atronasus,,,,,"(Böhlke &amp; Robins, 1968)",
185979,Elacatinus jarocho,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Elacatinus,jarocho,,,,,"Taylor &amp; Akins, 2007",
186014,Gobiosoma hildebrandi,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Gobiosoma,hildebrandi,,,,,"(Ginsburg, 1939)",
186104,Bolitoglossa pygmaea,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,pygmaea,,,,,"Bolaños &amp; Wake, 2009",
186162,Raorchestes jayarami,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,jayarami,,,,,"(Biju &amp; Bossuyt, 2009)",
186365,Prochilodus vimboides,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,PROCHILODONTIDAE,Prochilodus,vimboides,,,,,"Kner, 1859",
186673,Amatolebias varzeae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Amatolebias,varzeae,,,,,"(Costa, Reis &amp; Behr, 2004)","We follow Alonso<em> et al. </em>(2023) in considering <em>Amatolebias </em>a valid genus, rather than a synonym of <em>Austrolebias</em>."
186683,Prochilodus hartii,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,PROCHILODONTIDAE,Prochilodus,hartii,,,,,"Steindachner, 1875",Não existem limitações taxonômicas relevantes à validação do táxon.
186764,Psalidodon leonidas,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Psalidodon,leonidas,,,,,"(Azpelicueta, Casciotta &amp; Almirón, 2002)",
186806,Steindachneridion amblyurum,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,PIMELODIDAE,Steindachneridion,amblyurum,,,,,"(Eigenmann &amp; Eigenmann, 1888)",
186847,Brycon insignis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,BRYCONIDAE,Brycon,insignis,,,,,"Steindachner, 1877",
186849,Brycon vermelha,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,BRYCONIDAE,Brycon,vermelha,,,,,"Lima &amp; Castro, 2000",
186902,Hasemania crenuchoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Hasemania,crenuchoides,,,,,"Zarske &amp; Géry, 1999",
186979,Psalidodon ita,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Psalidodon,ita,,,,,"(Almirón, Azpelicueta &amp; Casciotta, 2002)",
187271,Steindachneridion parahybae,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,PIMELODIDAE,Steindachneridion,parahybae,,,,,"(Steindachner, 1877)",
187608,Halichoeres burekae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,burekae,,,,,"Weaver &amp; Rocha, 2007",
190138,Rhomboplites aurorubens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Rhomboplites,aurorubens,,,,,"(Cuvier, 1829)",
190980,Ectopoglossus confusus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ectopoglossus,confusus,,,,,"(Myers &amp; Grant, 2009)","Myers (1991) provisionally included this species within <em>Colosthethus chocoensis</em>. It was recognized as a distinct species by Grant <em>et al.</em> (1997), but was not formally described; and was finally described by Myers and Grant (2009)."
191286,Notropis grandis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Notropis,grandis,,,,,"Domínguez-Domínguez, Pérez-Rodríguez, Escalera-Vázquez &amp; Doadrio, 2009",
191302,Cyprinodon bobmilleri,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,bobmilleri,,,,,"Lozano-Vilano &amp; Contreras-Balderas, 1999",
191304,Cyprinodon esconditus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,esconditus,,,,,"Strecker, 2002",
191307,Cyprinodon suavium,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,suavium,,,,,"Strecker, 2005",
191313,Fundulus philpisteri,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE,Fundulus,philpisteri,,,,,"García-Ramírez, Contreras-Balderas &amp; Lozano-Vilano, 2007",
191370,Allodontichthys polylepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allodontichthys,polylepis,,,,,"Rauchenberger, 1988","The Holotype of the Finescale Spitfin (<em>Allodontichthys polylepis</em>) was collected by Robert Rush Miller in 1976 from the Río Potrero Grande (Arroyo Grande), Río Ameca drainage, whereas the Paratypes included in the original description originate from collections he made in 1957 and 1970 from the Arroyo Estanzuela (Río de las Bolas or de la Pola), Río Atenguillo drainage. From the affiliation to different drainages, two subpopulations can be inferred: the (now possibly Extinct in the Wild) Río Potrero Grande subpopulation and the Río de las Bolas subpopulation. Both display plainly divergent colour patterns though they are anatomically similar, so further studies including phylogenetics to clear the relationship are recommended."
